         4666751 function calls (4278882 primitive calls) in 17.153 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:2549(overload)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:1534(blk_func)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:6415(_is_comparable_dtype)
       46    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\logic.py:92(fuzzy_bool)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\combinatorial\factorials.py:285(subfactorial)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\arrays\_mixins.py:157(take)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_ops.py:1291(__getattr__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\error_functions.py:464(erfi)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\deltafunctions.py:1(<module>)
       29    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\scanner.py:325(unwind_indent)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\decorators.py:1(<module>)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\runtime\compile_tasks.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       23    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\external\pythonmpq.py:103(_new)
       11    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_address.py:12(Address)
       16    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\pretty\pretty_symbology.py:170(<lambda>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\_dtype.py:34(__str__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_exporter_states.py:1(<module>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\domains\realfield.py:63(dtype)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:240(_validate_numeric_only)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\domains\domainelement.py:1(<module>)
        3    0.000    0.000    0.000    0.000 E:\Python311\Lib\contextlib.py:287(helper)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\function.py:380(Function)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyclasses.py:1732(DUP_Flint)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\trigonometric.py:3224(acsc)
        8    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_iv.py:30(convert_mpf_)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\trigonometric.py:553(cos)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\tools\datetimes.py:149(should_cache)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\powerset.py:10(PowerSet)
       10    0.000    0.000    0.000    0.000 E:\Python311\Lib\inspect.py:1640(__new__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:153(sinh)
       20    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\trigonometric.py:2110(asin)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:365(cosh)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\wrappers\env_checker.py:83(close)
       70    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\error.py:6(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1384(acosh)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharding_spec\chunk_sharding_spec_ops\_common.py:1(<module>)
       68    0.000    0.000    0.000    0.000 E:\Python311\Lib\logging\__init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\bessel.py:1488(airybi)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_getlimits.py:1(<module>)
       18    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\trigonometric.py:2343(acos)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\trigonometric.py:3004(asec)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\nn\modules\flatten.py:47(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_web_response.py:15(WebResponse)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\matrices\eigen_symmetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\calculus\odes.py:1(<module>)
       50    0.000    0.000    0.000    0.000 E:\Python311\Lib\inspect.py:466(isframe)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\codeprinter.py:53(CodePrinter)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\sets.py:1000(Interval)
       37    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\multipledispatch\core.py:13(dispatch)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\combinatorial\numbers.py:608(bell)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\trigonometric.py:1800(csc)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\eval_frame.py:92(Unset)
        1    0.000    0.000    0.000    0.000 E:\Python311\Lib\unittest\mock.py:1321(__call__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_ufuncs.py:30(<listcomp>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:10535(_align_series)
       13    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\series.py:707(dtype)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\decorators.py:108(inner)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharded_tensor\metadata.py:16(TensorProperties)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\external\ntheory.py:1(<module>)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\numbers.py:3567(__hash__)
       38    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\expr.py:185(__neg__)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\numbers.py:1955(__lt__)
        2    0.000    0.000    0.000    0.000 E:\Python311\Lib\ast.py:430(visit_Constant)
       35    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharded_tensor\__init__.py:482(_sharded_op_impl)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\preview.py:1(<module>)
       21    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset9.py:305(wrapper)
        3    0.000    0.000    0.000    0.000 E:\Python311\Lib\contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\discrete\transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\approximants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:232(__post_init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\simplify\epathtools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_ufuncs.py:249(<listcomp>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\function.py:1017(Derivative)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\parsers\readers.py:1685(_clean_options)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\cast.py:1722(can_hold_element)
        8    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\sympify.py:68(_is_numpy_instance)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:926(Xor)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\symbolic_convert.py:2994(<listcomp>)
        7    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\missing.py:728(is_valid_na_for_dtype)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\calculus\differentiation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\plotting\intervalmath\lib_interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_param.py:155(ParamModuleInfo)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\symbolic_convert.py:2632(InstructionTranslator)
       13    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:1143(OpaqueUnaryFn)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1206(asinh)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\basic.py:2217(Atom)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:824(coth)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:611(tanh)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\symbolic_convert.py:141(<dictcomp>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_decomp\decompositions_for_rng.py:18(register_rng_decomposition)
        4    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:1186(__repr__)
        7    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\ops\dispatch.py:17(should_extension_dispatch)
        5    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_keyset_full}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\strategies\tree.py:1(<module>)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\tensor\_ops\utils.py:35(wrapper)
        2    0.000    0.000    0.000    0.000 E:\Python311\Lib\functools.py:852(register)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1572(atanh)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1141(sech)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\plotting\intervalmath\interval_membership.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\mathml.py:540(MathMLPresentationPrinter)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\inverse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\computation\expressions.py:246(where)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\parsers\readers.py:1627(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\strategies\tools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\common.py:1081(is_numeric_dtype)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_base.py:52(_init_aliases)
       63    0.000    0.000    0.000    0.000 E:\Python311\Lib\re\_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\arrays\_mixins.py:278(__getitem__)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\nn\init.py:72(calculate_gain)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\reductions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\base.py:448(size)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\matrices\calculus.py:1(<module>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\multidimensional.py:93(__call__)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\array_algos\putmask.py:101(validate_putmask)
       35    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:1837(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\vec_env\base_vec_env.py:58(__init__)
        3    0.000    0.000    0.000    0.000 E:\Python311\Lib\contextlib.py:132(__enter__)
       25    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\functions\factorials.py:1(<module>)
       66    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\decorators.py:12(_sympifyit)
       10    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\utils.py:778(clear_on_fresh_inductor_cache)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\rationaltools.py:1(<module>)
       10    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\pretty\pretty_symbology.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:1240(Equivalent)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\error_functions.py:2525(fresnelc)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\spaces\box.py:30(is_float_integer)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\buffers.py:61(swap_and_flatten)
        1    0.000    0.000    0.000    0.000 E:\Python311\Lib\unittest\mock.py:1689(patch)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\wrappers\order_enforcing.py:37(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\symbol.py:510(Wild)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\construction.py:596(_homogenize)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\base.py:675(empty)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\spaces\box.py:294(get_precision)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\limitseq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\matrices\normalforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\fromnumeric.py:3369(prod)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:1772(_consolidate_check)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1070(csch)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:773(_view)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\plotting\series.py:126(BaseSeries)
      135    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:1144(__init__)
       40    0.000    0.000    0.000    0.000 E:\Python311\Lib\inspect.py:480(iscode)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:6324(_maybe_downcast_for_indexing)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_web_request.py:15(WebRequest)
       26    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:172(_validate)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:4883(_update_inplace)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\parsers\base_parser.py:871(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\geometry\point.py:42(Point)
       15    0.000    0.000    0.000    0.000 E:\Python311\Lib\warnings.py:487(__exit__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:201(_set_noconvert_columns)
       14    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_mp_python.py:336(__new__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\timeutils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\pretty\pretty_symbology.py:418(<lambda>)
        9    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_logical_location.py:12(LogicalLocation)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:1868(_validate)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\plotting\plot_implicit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\reader.py:146(update)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_notification.py:18(Notification)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\multidimensional.py:1(<module>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\computation\expressions.py:172(_where_standard)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset18.py:96(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\nested\_internal\nested_tensor.py:48(NestedTensor)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\domains\rationalfield.py:14(RationalField)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:6219(_raise_if_missing)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\matrices\dfm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\Python311\Lib\random.py:480(choices)
       24    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\calculus\calculus.py:4(defun)
       17    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_mp_python.py:597(make_mpf)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_higher_order_ops\triton_kernel_wrap.py:542(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\user_defined.py:612(UserDefinedObjectVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\replay_record.py:47(ExecutionRecorder)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\window\ewm.py:71(get_center_of_mass)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\callback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\bessel.py:970(yn)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\common.py:248(stringify_path)
        8    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:1589(<listcomp>)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\_methods.py:68(_all)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\common.py:1204(is_potential_multi_index)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\mathml\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\tensor\_collective_utils.py:232(MeshTopoInfo)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\script_object.py:14(deco)
        1    0.000    0.000    0.000    0.000 E:\Python311\Lib\tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\singularityfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\Python311\Lib\functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.neg}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_graph_traversal.py:16(GraphTraversal)
       32    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_utils\_inspect.py:13(ismethod)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\tensor\_random.py:156(OffsetBasedRNGTracker)
        3    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\cast.py:1579(construct_1d_object_array_from_listlike)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\libmp\libmpf.py:987(mpf_rdiv_int)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_config_module.py:140(__setattr__)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\envs\registration.py:262(parse_env_id)
       14    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\multipledispatch\dispatcher.py:113(__init__)
       14    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\libmp\libelefun.py:85(constant_memo)
       80    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:177(__init__)
       68    0.000    0.000    0.000    0.000 E:\Python311\Lib\collections\__init__.py:422(<genexpr>)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\fromnumeric.py:1913(ravel)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\functions.py:617(SkipFunctionVariable)
       16    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\arrays\datetimelike.py:390(_get_getitem_freq)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\discrete\convolutions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\calculus\singularities.py:1(<module>)
       61    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_helper.py:1713(_apply_params)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset9.py:1955(decorator)
       66    0.000    0.000    0.000    0.000 E:\Python311\Lib\re\_compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_version_control_details.py:15(VersionControlDetails)
        9    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\external\pythonmpq.py:93(_new_check)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\cpu_vec_isa.py:183(VecAMX)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_location.py:19(Location)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\sets.py:1461(Intersection)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\rationaltools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_edge.py:12(Edge)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\_ufunc_config.py:489(_no_nep50_warning)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\densearith.py:1(<module>)
