         4666751 function calls (4278882 primitive calls) in 17.153 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\decorators.py:111(sympify_method_args)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\hadamard.py:1(<module>)
       21    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_contextlib.py:124(__call__)
       46    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:7593(ensure_index)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\vec_env\dummy_vec_env.py:74(reset)
       10    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\symbol.py:640(symbols)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\mpmath\ctx_fp.py:18(__init__)
       16    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\overrides.py:142(decorator)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\core\containers.py:1(<module>)
      466    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\series.py:6110(_cmp_method)
     1701    0.001    0.000    0.001    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\_dynamo\backends\registry.py:1(<module>)
       56    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\decorator.py:227(memoize_property)
      340    0.000    0.000    0.001    0.000 E:\Python311\Lib\inspect.py:1443(repl)
        4    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:595(homogeneous_func)
        1    0.001    0.001    0.001    0.001 F:\Ventura\env\Lib\site-packages\mpmath\ctx_iv.py:38(ivmpf)
        6    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\nn\init.py:456(kaiming_uniform_)
      964    0.001    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\multipledispatch\utils.py:56(<genexpr>)
       10    0.001    0.000    0.001    0.000 {built-in method io.open}
     3846    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\piecewise.py:1(<module>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_special_locations.py:1(<module>)
        3    0.000    0.000    0.001    0.000 E:\Python311\Lib\typing.py:474(__getitem__)
     2412    0.001    0.000    0.001    0.000 E:\Python311\Lib\inspect.py:2736(name)
      320    0.001    0.000    0.001    0.000 {built-in method torch._C._are_functorch_transforms_active}
        2    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\operations.py:600(register_handlerclass)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:2216(mean)
       54    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_ops.py:1042(<dictcomp>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:1605(mean)
        3    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\_methods.py:153(_var)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\distributed\tensor\parallel\style.py:377(PrepareModuleInput)
    92/83    0.000    0.000    0.001    0.000 E:\Python311\Lib\typing.py:1500(<listcomp>)
      684    0.001    0.000    0.001    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\onnx\_type_utils.py:67(JitScalarType)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\external\importtools.py:1(<module>)
        3    0.000    0.000    0.001    0.000 E:\Python311\Lib\typing.py:694(Literal)
      180    0.000    0.000    0.001    0.000 E:\Python311\Lib\inspect.py:2075(_signature_is_functionlike)
        9    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_library\custom_ops.py:308(inner)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:6186(_get_indexer_strict)
       47    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_ufuncs.py:289(deco_unary_ufunc)
       38    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_ufuncs.py:67(deco_binary_ufunc)
       11    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_deprecation.py:28(decorator)
     2049    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
       19    0.001    0.000    0.001    0.000 {built-in method torch.parse_schema}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\_dynamo\compiled_autograd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\monitor.py:64(reset)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\nested\_internal\nested_tensor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharded_tensor\shard.py:1(<module>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\assumptions\relation\binrel.py:1(<module>)
        4    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\window\rolling.py:601(calc)
     1356    0.001    0.000    0.001    0.000 E:\Python311\Lib\dataclasses.py:396(<genexpr>)
      896    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:165(__init__)
     1199    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\algebras\quaternion.py:1(<module>)
      642    0.001    0.000    0.001    0.000 {built-in method torch._C._dynamo.eval_frame.set_eval_frame}
       15    0.000    0.000    0.001    0.000 E:\Python311\Lib\typing.py:2816(<dictcomp>)
      804    0.000    0.000    0.001    0.000 E:\Python311\Lib\re\_parser.py:158(__len__)
       29    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\singleton.py:165(__init__)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\gymnasium\utils\passive_env_checker.py:164(env_reset_passive_checker)
       78    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        8    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\array_algos\take.py:59(take_nd)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\polys\polyerrors.py:1(<module>)
      263    0.001    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\function.py:145(<listcomp>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\core\add.py:1(<module>)
       68    0.000    0.000    0.001    0.000 E:\Python311\Lib\logging\__init__.py:1378(_fixupParents)
     2196    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     1749    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     2049    0.001    0.000    0.001    0.000 {method 'keys' of 'collections.OrderedDict' objects}
       41    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\sorting.py:179(_nodes)
      347    0.001    0.000    0.001    0.000 {built-in method unicodedata.lookup}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\onnxruntime.py:752(OrtBackend)
        1    0.000    0.000    0.001    0.001 E:\Python311\Lib\enum.py:841(_create_)
      849    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
     2298    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       21    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_contextlib.py:70(context_decorator)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\tensor\array\array_comprehension.py:1(<module>)
     1660    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\pandas\io\common.py:664(get_handle)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\_dynamo\trace_rules.py:2927(FunctionIdSet)
        9    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\trace_rules.py:2965(remove)
      153    0.000    0.000    0.001    0.000 E:\Python311\Lib\re\__init__.py:253(escape)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:5614(_reindex_axes)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset13.py:1(<module>)
        6    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharded_tensor\_ops\init.py:126(register_tensor_creation_op)
       31    0.000    0.000    0.001    0.000 E:\Python311\Lib\enum.py:1006(_find_new_)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\utils.py:49(explained_variance)
      274    0.001    0.000    0.001    0.000 E:\Python311\Lib\dataclasses.py:592(<listcomp>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\concrete\expr_with_limits.py:1(<module>)
      224    0.001    0.000    0.001    0.000 E:\Python311\Lib\pathlib.py:147(splitroot)
     1625    0.001    0.000    0.001    0.000 E:\Python311\Lib\dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\gym_anytrading\envs\stocks_env.py:17(_process_data)
       74    0.000    0.000    0.001    0.000 E:\Python311\Lib\enum.py:1501(__and__)
        8    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
       10    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\trace_rules.py:2945(__call__)
      274    0.001    0.000    0.001    0.000 E:\Python311\Lib\dataclasses.py:1017(<listcomp>)
      152    0.000    0.000    0.001    0.000 E:\Python311\Lib\re\_parser.py:367(_escape)
        4    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\symbolic_convert.py:722(<listcomp>)
      216    0.000    0.000    0.001    0.000 E:\Python311\Lib\functools.py:479(lru_cache)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\series\order.py:1(<module>)
       49    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
       52    0.000    0.000    0.001    0.000 <frozen _collections_abc>:771(get)
        6    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\fromnumeric.py:3783(mean)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\_dynamo\output_graph.py:231(OutputGraph)
        6    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
     1260    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\distributed\tensor\_op_schema.py:71(PlacementStrategy)
        2    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\fromnumeric.py:4120(var)
        2    0.000    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
        4    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:6662(copy)
       10    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\__init__.py:2547(__getattr__)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\determinant.py:1(<module>)
        2    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:4323(reindex)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\printing\conventions.py:1(<module>)
        3    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:3820(get_indexer)
      263    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\iterables.py:3083(is_sequence)
       12    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\deprecated.py:44(setup_docs)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\distributed\fsdp\api.py:32(ShardingStrategy)
        4    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\utils\seeding.py:9(np_random)
      274    0.001    0.000    0.001    0.000 E:\Python311\Lib\dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\matrices\kind.py:1(<module>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\printing\str.py:1(<module>)
      274    0.000    0.000    0.001    0.000 <frozen abc>:146(update_abstractmethods)
      309    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\function.py:150(<lambda>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\printing\numpy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\_dynamo\trace_rules.py:2986(_builtin_function_ids)
      172    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\decorator.py:178(public)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\sympy\simplify\gammasimp.py:1(<module>)
      921    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     1356    0.001    0.000    0.001    0.000 E:\Python311\Lib\dataclasses.py:1101(<genexpr>)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\testing\_internal\logging_tensor.py:1(<module>)
       57    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:6301(__setattr__)
       13    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\torch\library.py:594(wrap)
     1310    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
      253    0.000    0.000    0.001    0.000 E:\Python311\Lib\enum.py:78(_is_private)
        3    0.000    0.000    0.001    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:674(_with_infer)
        1    0.000    0.000    0.001    0.001 F:\Ventura\env\Lib\site-packages\torch\_numpy\_dtypes.py:1(<module>)
       37    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\decorators.py:202(make_wrapped)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\_aot_autograd\dispatch_and_compile_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:651(GraphSignature)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\lazy.py:1(<module>)
      332    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\compatibility.py:1(<module>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:708(_slice_take_blocks_ax0)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:253(ViewAndMutationMeta)
       61    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
  187/181    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:1656(__hash__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\_trace_wrapped_higher_order_op.py:1(<module>)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_composable\contract.py:71(inner)
       12    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\symbol.py:319(__new__)
       50    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:1640(<genexpr>)
      597    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\registration.py:77(set_base)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\geometry\plane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharded_tensor\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\frame.py:7282(sort_index)
       41    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\decorators.py:98(priority_decorator)
       68    0.000    0.000    0.000    0.000 E:\Python311\Lib\logging\__init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\nn\functional.py:1(<module>)
       29    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:999(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1156(EqualityConstraint)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharded_tensor\_ops\_common.py:62(_register_sharded_op_on_local_shards)
      137    0.000    0.000    0.000    0.000 E:\Python311\Lib\re\_compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:5290(sort_index)
      320    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\autograd\__init__.py:232(_tensor_or_tensors_to_tuple)
       24    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:2030(__init_subclass__)
    19/15    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
      175    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\misc.py:501(as_int)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\_methods.py:119(_mean)
       16    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\base.py:118(VariableTracker)
      879    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
      284    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:47(_is_dunder)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\expr.py:43(Expr)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:557(copy)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\powerset.py:1(<module>)
      235    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
      510    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\facts.py:579(__init__)
       51    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\sympify.py:488(_sympify)
      118    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\kronecker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\builder.py:348(VariableBuilder)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\kind.py:287(_)
      117    0.000    0.000    0.000    0.000 E:\Python311\Lib\re\_compiler.py:396(_simple)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\spaces\box.py:55(__init__)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\missing.py:380(notna)
      320    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\nn\_reduction.py:8(get_enum)
    19/15    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\types.py:31(GuardFn)
       24    0.000    0.000    0.000    0.000 E:\Python311\Lib\textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\transpose.py:1(<module>)
       15    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:127(inner)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\recording.py:344(FakeTensorMeta)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\side_effects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\funcmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\symbol.py:21(SymT)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1623(DimConstraints)
      193    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\function.py:147(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\compiled_autograd.py:61(AutogradCompilerInstance)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\geometry\polygon.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:7885(replace)
      172    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:828(__setattr__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharding_plan\api.py:10(ShardingPlan)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\meijerint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\events.py:1(<module>)
      213    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_mp_python.py:1014(_wrap_specfun)
       12    0.000    0.000    0.000    0.000 {method 'uniform_' of 'torch._C.TensorBase' objects}
     1104    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_ops.py:871(overloadpacket)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_composable\fsdp\fully_shard.py:165(FSDPModule)
      151    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\libmp\libintmath.py:353(ifac)
       38    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\generic.py:6236(__finalize__)
      439    0.000    0.000    0.000    0.000 E:\Python311\Lib\re\_parser.py:284(tell)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:295(Wrt)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\_aot_autograd\input_output_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset12.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\companion.py:1(<module>)
     1089    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\domains\gaussiandomains.py:1(<module>)
      202    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_funcs.py:22(is_public_function)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\on_policy_algorithm.py:60(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\distributed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\matrixbase.py:98(MatrixBase)
       63    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:978(_find_data_type_)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_collectives.py:18(AllGatherResult)
      904    0.000    0.000    0.000    0.000 E:\Python311\Lib\inspect.py:589(<lambda>)
      872    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      274    0.000    0.000    0.000    0.000 E:\Python311\Lib\dataclasses.py:346(__init__)
       16    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\nn\modules\module.py:473(__init__)
      224    0.000    0.000    0.000    0.000 E:\Python311\Lib\pathlib.py:523(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\fsdp\_fsdp_extensions.py:16(FSDPExtensions)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\fsdp\_exec_order_utils.py:23(_ExecOrderData)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\bytecode_transformation.py:44(Instruction)
      320    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\backends\cuda\__init__.py:38(is_built)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\conditionset.py:1(<module>)
      259    0.000    0.000    0.000    0.000 E:\Python311\Lib\enum.py:747(__delattr__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_param.py:137(ShardedState)
      213    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_fp.py:51(_wrap_specfun)
       12    0.000    0.000    0.000    0.000 {built-in method torch.empty}
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\tensor\array\ndim_array.py:1(<module>)
       59    0.000    0.000    0.000    0.000 E:\Python311\Lib\tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\adjoint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\compile_utils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1487(_lru_cache)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\libmp\libintmath.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\base_class.py:105(__init__)
      640    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
